Time,Activity,PSS_Dalvik,PSS_Native,PSS_Total,CPU_cpuinfo,CPU_top,RX_bytes,TX_bytes,Folw_bytes,BatteryLevel
2016-05-26 16:45:00,activity.LoginActivity,6308,0,37236,116%,20%,14091526,1045429,15136955,93
2016-05-26 16:45:03,activity.LoginActivity,6308,0,37236,116%,20%,14091526,1045429,15136955,93
2016-05-26 16:45:06,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6308,0,31252,116%,22%,14091875,1046582,15138457,93
2016-05-26 16:45:09,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6308,0,31252,111%,26%,14092755,1047474,15140229,93
2016-05-26 16:45:12,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6308,0,31252,111%,23%,14092755,1047474,15140229,93
2016-05-26 16:45:15,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6308,0,31252,111%,23%,14092755,1047474,15140229,93
2016-05-26 16:45:18,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6308,0,31256,140%,21%,14092755,1047474,15140229,93
2016-05-26 16:45:21,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6308,0,42432,118%,30%,14261142,1069043,15330185,93
2016-05-26 16:45:24,activity.LoginActivity,6308,0,43464,118%,26%,15433800,1109649,16543449,93
2016-05-26 16:45:27,activity.LoginActivity,6308,0,43468,144%,22%,15552312,1113045,16665357,93
2016-05-26 16:45:30,activity.LoginActivity,6308,0,43468,144%,25%,15552312,1113045,16665357,93
2016-05-26 16:45:33,activity.LoginActivity,6308,0,43468,144%,26%,15552312,1113045,16665357,93
2016-05-26 16:45:36,activity.LoginActivity,6308,0,43472,115%,20%,15552312,1113045,16665357,93
2016-05-26 16:45:39,activity.LoginActivity,6308,0,43472,115%,25%,15552312,1113045,16665357,93
2016-05-26 16:45:42,om.tencent.connect.common.AssistActivity,6284,0,43364,115%,33%,15555601,1116333,16671934,93
2016-05-26 16:45:45,activity.LoginActivity,6284,0,43364,115%,25%,15556832,1119178,16676010,93
2016-05-26 16:45:48,activity.LoginActivity,6284,0,43368,115%,20%,15556832,1119178,16676010,93
2016-05-26 16:45:51,activity.LoginActivity,6284,0,43368,130%,16%,15558090,1121404,16679494,93
2016-05-26 16:45:54,activity.LoginActivity,6268,0,43280,141%,25%,15563934,1123445,16687379,93
2016-05-26 16:45:57,activity.LoginActivity,6256,0,43500,141%,27%,15567121,1126623,16693744,93
2016-05-26 16:46:00,activity.WebviewActivity,6256,0,43500,141%,37%,15567121,1126683,16693804,93
2016-05-26 16:46:03,activity.LoginActivity,6256,0,43288,115%,23%,15567121,1126867,16693988,93
2016-05-26 16:46:07,activity.LoginActivity,6256,0,43288,119%,20%,15567121,1127014,16694135,93
2016-05-26 16:46:10,activity.RegisterActivity,6256,0,56232,119%,29%,15567442,1128416,16695858,93
2016-05-26 16:46:13,activity.RegisterActivity,6256,0,56404,128%,26%,15569954,1130123,16700077,93
2016-05-26 16:46:16,activity.RegisterActivity,6252,0,56244,128%,57%,15572434,1134892,16707326,93
2016-05-26 16:46:19,activity.RegisterActivity,6252,0,56244,128%,25%,15572434,1134892,16707326,93
2016-05-26 16:46:22,activity.RegisterActivity,6252,0,56244,114%,25%,15572627,1135008,16707635,93
2016-05-26 16:46:25,activity.RegisterActivity,6252,0,58540,114%,23%,15573149,1135108,16708257,93
2016-05-26 16:46:28,activity.RegisterActivity,6252,0,59104,120%,21%,15583431,1138590,16722021,93
2016-05-26 16:46:31,activity.RegisterActivity,6252,0,59104,120%,20%,15583431,1138590,16722021,93
2016-05-26 16:46:34,activity.RegisterActivity,6252,0,59104,120%,25%,15583431,1138590,16722021,93
2016-05-26 16:46:37,activity.RegisterActivity,6252,0,56244,120%,23%,15583511,1139184,16722695,93
2016-05-26 16:46:40,activity.RegisterActivity,6252,0,56244,120%,25%,15583511,1139184,16722695,93
2016-05-26 16:46:43,activity.RegisterActivity,6252,0,59632,114%,24%,15584555,1139276,16723831,93
2016-05-26 16:46:46,activity.RegisterActivity,6252,0,56244,114%,25%,15593904,1141287,16735191,93
2016-05-26 16:46:49,activity.RegisterActivity,6252,0,56244,116%,28%,15594519,1142456,16736975,93
2016-05-26 16:46:52,activity.RegisterActivity,6252,0,57620,116%,4%,15594519,1142456,16736975,93
2016-05-26 16:46:55,activity.RegisterActivity,6252,0,57628,115%,24%,15594519,1142456,16736975,93
2016-05-26 16:46:58,activity.RegisterActivity,6252,0,57584,115%,22%,15594519,1142456,16736975,93
2016-05-26 16:47:01,activity.RegisterActivity,6252,0,57584,121%,27%,15594519,1142456,16736975,93
2016-05-26 16:47:04,activity.RegisterActivity,6252,0,56200,121%,17%,15594519,1142456,16736975,93
2016-05-26 16:47:07,activity.RegisterActivity,6252,0,56200,111%,25%,15594519,1142456,16736975,93
2016-05-26 16:47:10,activity.RegisterActivity,6252,0,58456,111%,20%,15594519,1142456,16736975,93
2016-05-26 16:47:13,activity.RegisterActivity,6252,0,56232,115%,25%,15594519,1142456,16736975,93
2016-05-26 16:47:16,activity.RegisterActivity,6252,0,58500,115%,20%,15594519,1142456,16736975,93
2016-05-26 16:47:19,activity.RegisterActivity,6252,0,59576,117%,20%,15594519,1142456,16736975,93
2016-05-26 16:47:22,activity.RegisterActivity,6252,0,56204,117%,25%,15594519,1142456,16736975,93
2016-05-26 16:47:25,activity.RegisterActivity,6252,0,56204,115%,25%,15594519,1142456,16736975,93
2016-05-26 16:47:28,activity.RegisterActivity,6252,0,56204,115%,21%,15594519,1142456,16736975,93
2016-05-26 16:47:31,activity.LoginActivity,6252,0,43268,114%,22%,15594519,1142456,16736975,93
2016-05-26 16:47:34,activity.LoginActivity,6252,0,43268,114%,10%,15594519,1142456,16736975,93
2016-05-26 16:47:37,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6252,0,31060,112%,20%,15594519,1142456,16736975,93
2016-05-26 16:47:40,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6252,0,31060,112%,20%,15594519,1142456,16736975,93
2016-05-26 16:47:43,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6252,0,31060,109%,20%,15594519,1142456,16736975,93
2016-05-26 16:47:46,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6248,0,31032,109%,21%,15594519,1142456,16736975,93
2016-05-26 16:47:49,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6248,0,31032,116%,44%,15594519,1142456,16736975,93
2016-05-26 16:47:52,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6248,0,31032,116%,19%,15594519,1142456,16736975,93
2016-05-26 16:47:56,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6248,0,31032,127%,27%,15594519,1142456,16736975,93
2016-05-26 16:47:59,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6248,0,31032,127%,26%,15594519,1142456,16736975,93
2016-05-26 16:48:02,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6248,0,31032,110%,20%,15594519,1142456,16736975,93
2016-05-26 16:48:05,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6248,0,31032,110%,22%,15594519,1142456,16736975,93
2016-05-26 16:48:08,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6248,0,31036,125%,22%,15594519,1142456,16736975,93
2016-05-26 16:48:11,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6248,0,31036,136%,25%,15594519,1142456,16736975,93
2016-05-26 16:48:14,activity.LoginActivity,6248,0,45916,136%,20%,15594519,1142456,16736975,93
2016-05-26 16:48:17,activity.LoginActivity,6248,0,45916,125%,21%,15594519,1142456,16736975,93
2016-05-26 16:48:20,activity.LoginActivity,6248,0,31032,125%,26%,15594519,1142456,16736975,93
2016-05-26 16:48:23,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6248,0,31032,131%,20%,15594519,1142456,16736975,93
2016-05-26 16:48:26,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6248,0,31032,131%,28%,15594519,1142456,16736975,93
2016-05-26 16:48:29,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6240,0,31024,118%,26%,15594519,1142456,16736975,93
2016-05-26 16:48:32,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6240,0,26372,118%,25%,15594519,1142456,16736975,93
2016-05-26 16:48:35,om.meitun.mama.ui.DetailPicViewActivity,6240,0,29936,118%,23%,15594519,1142456,16736975,93
2016-05-26 16:48:38,om.meitun.mama.ui.DetailPicViewActivity,6240,0,32684,118%,20%,15594519,1142456,16736975,93
2016-05-26 16:48:41,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6236,0,32840,118%,28%,15594519,1142456,16736975,93
2016-05-26 16:48:44,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6236,0,26264,119%,22%,15594519,1142456,16736975,93
2016-05-26 16:48:47,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6236,0,33632,119%,16%,15594519,1142456,16736975,93
2016-05-26 16:48:50,om.meitun.mama.ui.DetailPicViewActivity,6236,0,33612,119%,16%,15594519,1142456,16736975,93
2016-05-26 16:48:53,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6236,0,26268,114%,17%,15594519,1142456,16736975,93
2016-05-26 16:48:56,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6232,0,29932,114%,26%,15594519,1142456,16736975,93
2016-05-26 16:48:59,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6232,0,33616,110%,25%,15594519,1142456,16736975,93
2016-05-26 16:49:02,om.meitun.mama.ui.DetailPicViewActivity,6232,0,26252,110%,26%,15594519,1142456,16736975,93
2016-05-26 16:49:05,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6232,0,44804,120%,24%,15594519,1142456,16736975,93
2016-05-26 16:49:08,activity.LoginActivity,6232,0,46936,120%,22%,15594519,1142456,16736975,93
2016-05-26 16:49:11,activity.LoginActivity,6232,0,47080,119%,16%,15594519,1142456,16736975,93
2016-05-26 16:49:14,activity.LoginActivity,6232,0,46936,119%,19%,15594519,1142456,16736975,93
2016-05-26 16:49:17,activity.LoginActivity,6232,0,46936,115%,25%,15594519,1142456,16736975,93
2016-05-26 16:49:20,activity.LoginActivity,6232,0,33616,121%,34%,15594519,1142456,16736975,93
2016-05-26 16:49:23,om.meitun.mama.ui.DetailPicViewActivity,6232,0,26256,121%,25%,15594519,1142456,16736975,93
2016-05-26 16:49:26,om.meitun.mama.ui.DetailPicViewActivity,6232,0,29940,120%,20%,15594519,1142456,16736975,93
2016-05-26 16:49:29,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6232,0,26248,120%,18%,15594519,1142456,16736975,93
2016-05-26 16:49:32,om.meitun.mama.ui.DetailPicViewActivity,6232,0,29928,113%,27%,15594519,1142456,16736975,93
2016-05-26 16:49:35,om.meitun.mama.ui.DetailPicViewActivity,6232,0,29924,113%,21%,15594519,1142456,16736975,93
2016-05-26 16:49:38,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6232,0,33608,114%,21%,15594519,1142456,16736975,93
2016-05-26 16:49:41,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6232,0,44808,114%,21%,15594519,1142456,16736975,93
2016-05-26 16:49:44,activity.LoginActivity,6232,0,45940,114%,16%,15594519,1142456,16736975,93
2016-05-26 16:49:47,activity.LoginActivity,6232,0,46084,119%,17%,15594519,1142456,16736975,93
2016-05-26 16:49:50,activity.LoginActivity,6232,0,57088,115%,24%,15594519,1142456,16736975,93
2016-05-26 16:49:54,activity.LoginActivity,6232,0,45940,115%,21%,15594519,1142456,16736975,93
2016-05-26 16:49:57,activity.LoginActivity,6232,0,45940,123%,37%,15594519,1142456,16736975,93
2016-05-26 16:50:00,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6232,0,33604,123%,27%,15594519,1142456,16736975,93
2016-05-26 16:50:03,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6232,0,33604,116%,21%,15594519,1142456,16736975,93
2016-05-26 16:50:06,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6232,0,33604,116%,20%,15594519,1142456,16736975,93
2016-05-26 16:50:09,om.meitun.mama.ui.DetailPicViewActivity,6232,0,33608,111%,21%,15594519,1142456,16736975,93
2016-05-26 16:50:12,om.meitun.mama.ui.DetailPicViewActivity,6232,0,26240,111%,25%,15594519,1142456,16736975,93
2016-05-26 16:50:15,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6232,0,26244,111%,25%,15594519,1142456,16736975,93
2016-05-26 16:50:18,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6232,0,26244,121%,25%,15594519,1142456,16736975,93
2016-05-26 16:50:21,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6232,0,33620,110%,18%,15594519,1142456,16736975,93
2016-05-26 16:50:24,om.meitun.mama.ui.DetailPicViewActivity,6232,0,31404,110%,20%,15594519,1142456,16736975,93
2016-05-26 16:50:27,om.meitun.mama.ui.DetailPicViewActivity,6232,0,31404,117%,21%,15594519,1142456,16736975,93
2016-05-26 16:50:30,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6232,0,31012,117%,21%,15594519,1142456,16736975,93
2016-05-26 16:50:33,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6232,0,38524,112%,28%,15594519,1142456,16736975,93
2016-05-26 16:50:36,om.meitun.mama.ui.CommonActivity,6232,0,33468,112%,23%,15594519,1142456,16736975,93
2016-05-26 16:50:39,om.meitun.mama.ui.CommonActivity,6232,0,33468,120%,21%,15594519,1142456,16736975,93
2016-05-26 16:50:42,om.meitun.mama.ui.CommonActivity,6232,0,33468,120%,29%,15594519,1142456,16736975,93
2016-05-26 16:50:45,om.meitun.mama.ui.CommonActivity,6232,0,33580,125%,25%,15594519,1142456,16736975,93
2016-05-26 16:50:48,om.meitun.mama.ui.CommonActivity,6232,0,33452,125%,33%,15594519,1142456,16736975,93
2016-05-26 16:50:51,om.meitun.mama.ui.CommonActivity,6232,0,33580,124%,21%,15594519,1142456,16736975,93
2016-05-26 16:50:54,om.meitun.mama.ui.CommonActivity,6232,0,33448,124%,33%,15594519,1142456,16736975,93
2016-05-26 16:50:57,om.meitun.mama.ui.CommonActivity,6232,0,33584,124%,24%,15594519,1142456,16736975,93
2016-05-26 16:51:00,om.meitun.mama.ui.CommonActivity,6232,0,33452,116%,22%,15594519,1142456,16736975,93
2016-05-26 16:51:03,om.meitun.mama.ui.CommonActivity,6232,0,33452,116%,22%,15594519,1142456,16736975,93
2016-05-26 16:51:06,om.meitun.mama.ui.CommonActivity,6232,0,41288,121%,41%,15594519,1142456,16736975,93
2016-05-26 16:51:09,om.meitun.mama.ui.CommonActivity,6224,0,33568,120%,34%,15594519,1142456,16736975,93
2016-05-26 16:51:12,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6224,0,30292,120%,28%,15600074,1145979,16746053,93
2016-05-26 16:51:15,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6224,0,30292,119%,22%,15600765,1146713,16747478,93
2016-05-26 16:51:18,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6224,0,33432,119%,25%,15846997,1164082,17011079,93
2016-05-26 16:51:21,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6224,0,29328,145%,33%,16025102,1174100,17199202,93
2016-05-26 16:51:24,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6224,0,28496,133%,21%,16026290,1178504,17204794,93
2016-05-26 16:51:27,om.meitun.mama.ui.DetailPicViewActivity,6220,0,33356,133%,28%,16026587,1179605,17206192,93
2016-05-26 16:51:30,om.meitun.mama.ui.DetailPicViewActivity,6220,0,33044,118%,22%,16027582,1182908,17210490,93
2016-05-26 16:51:33,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6220,0,25568,118%,25%,16028473,1186211,17214684,93
2016-05-26 16:51:36,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6220,0,25568,121%,50%,16049655,1222104,17271759,93
2016-05-26 16:51:39,activity.LoginActivity,6220,0,32632,121%,30%,16051259,1228118,17279377,93
2016-05-26 16:51:42,activity.LoginActivity,6220,0,32776,125%,22%,16052567,1232642,17285209,93
2016-05-26 16:51:45,activity.LoginActivity,6204,0,32584,125%,22%,16054116,1239400,17293516,93
2016-05-26 16:51:48,activity.LoginActivity,6204,0,32576,121%,25%,16056443,1248204,17304647,93
2016-05-26 16:51:51,activity.LoginActivity,6204,0,32576,121%,26%,16063342,1259507,17322849,93
2016-05-26 16:51:54,activity.LoginActivity,6204,0,32576,123%,25%,16070373,1274417,17344790,93
2016-05-26 16:51:57,activity.LoginActivity,6204,0,32576,114%,25%,16071821,1279870,17351691,93
2016-05-26 16:52:01,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6204,0,25512,114%,26%,16073462,1284326,17357788,93
2016-05-26 16:52:04,activity.LoginActivity,6204,0,36840,116%,23%,16074999,1289831,17364830,93
2016-05-26 16:52:07,activity.LoginActivity,6204,0,36840,116%,25%,16076187,1294235,17370422,93
2016-05-26 16:52:10,activity.LoginActivity,6204,0,25664,116%,26%,16077969,1299804,17377773,93
2016-05-26 16:52:13,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6204,0,25512,117%,22%,16077969,1301902,17379871,93
2016-05-26 16:52:16,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6204,0,25512,117%,24%,16077969,1302951,17380920,93
2016-05-26 16:52:19,om.meitun.mama.ui.CommonActivity,6204,0,32388,111%,34%,16077969,1309240,17387209,93
2016-05-26 16:52:22,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6204,0,33316,111%,24%,16328427,1325627,17654054,93
2016-05-26 16:52:25,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6204,0,33312,137%,450%,16425619,1332826,17758445,93
2016-05-26 16:52:28,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6204,0,33308,137%,25%,16468227,1335887,17804114,93
2016-05-26 16:52:31,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6204,0,33312,123%,22%,16468227,1336214,17804441,93
2016-05-26 16:52:34,om.meitun.mama.ui.goods.GoodsDetailActivityNew,6204,0,33320,123%,25%,16501284,1339285,17840569,93
2016-05-26 16:52:37,om.meitun.mama.ui.DetailPicViewActivity,6204,0,33296,117%,21%,16519784,1342669,17862453,93
2016-05-26 16:52:40,om.meitun.mama.ui.DetailPicViewActivity,6204,0,33296,114%,39%,16597533,1346020,17943553,93
2016-05-26 16:52:43,om.meitun.mama.ui.DetailPicViewActivity,6200,0,33452,114%,25%,16730786,1350452,18081238,93
2016-05-26 16:52:46,om.meitun.mama.ui.DetailPicViewActivity,6200,0,33452,128%,25%,16760806,1352152,18112958,93
2016-05-26 16:52:49,om.meitun.mama.ui.DetailPicViewActivity,6200,0,33452,128%,22%,16765126,1352296,18117422,93
2016-05-26 16:52:52,om.meitun.mama.ui.DetailPicViewActivity,6200,0,33452,117%,21%,16770318,1353732,18124050,93
2016-05-26 16:52:58,Launcher,,,,117%,0%,16770398,1353872,18124270,93
2016-05-26 16:53:01,Launcher,,,,,0%,16770398,1353872,18124270,93
2016-05-26 16:53:04,Launcher,,,,,0%,16770398,1353872,18124270,93
2016-05-26 16:53:07,Launcher,,,,,0%,16770398,1353872,18124270,93
2016-05-26 16:53:10,Launcher,7176,0,11196,,23%,16770398,1353872,18124270,93
2016-05-26 16:53:13,MainActivity,6176,0,9980,0%,15%,16770398,1353872,18124270,93
2016-05-26 16:53:16,activity.SailfishActivity,11164,0,26296,0%,15%,16770398,1353872,18124270,93
2016-05-26 16:53:19,activity.SailfishActivity,10744,0,26988,0%,27%,16770398,1353872,18124270,93
2016-05-26 16:53:22,activity.SailfishActivity,10504,0,29148,117%,36%,16770398,1353872,18124270,93
2016-05-26 16:53:25,activity.SailfishActivity,9000,0,27648,132%,33%,16770398,1353872,18124270,93
2016-05-26 16:53:28,om.babytree.platform.ui.activity.CommonImagePreviewActivity,8392,0,38808,132%,28%,16770398,1353872,18124270,93
2016-05-26 16:53:31,om.babytree.platform.ui.activity.CommonImagePreviewActivity,8392,0,38836,85%,0%,16770398,1353872,18124270,93
2016-05-26 16:53:34,om.babytree.platform.ui.activity.CommonImagePreviewActivity,7244,0,37536,85%,28%,16770398,1353872,18124270,93
2016-05-26 16:53:37,activity.knowledge.activity.KnowledgeGrowthActivity,7244,0,37540,85%,0%,16770398,1353872,18124270,93
2016-05-26 16:53:41,activity.knowledge.activity.KnowledgeGrowthActivity,7240,0,37536,45%,3%,16770398,1353872,18124270,93
2016-05-26 16:53:44,activity.knowledge.activity.KnowledgeGrowthActivity,7240,0,31232,45%,3%,16770398,1353872,18124270,93
2016-05-26 16:53:47,activity.WebviewActivity,7236,0,31240,45%,15%,16770398,1353872,18124270,93
2016-05-26 16:53:50,activity.WebviewActivity,7236,0,31240,40%,0%,16770398,1353872,18124270,93
2016-05-26 16:53:53,activity.WebviewActivity,7236,0,31240,40%,0%,16770398,1353872,18124270,93
2016-05-26 16:53:56,activity.WebviewActivity,7236,0,31240,40%,0%,16770398,1353872,18124270,93
2016-05-26 16:53:59,activity.WebviewActivity,7236,0,31196,40%,0%,16770398,1353872,18124270,93
2016-05-26 16:54:02,activity.WebviewActivity,7208,0,31188,39%,13%,16770398,1353872,18124270,93
2016-05-26 16:54:05,activity.SailfishActivity,7208,0,26248,39%,14%,16770398,1353872,18124270,93
2016-05-26 16:54:08,om.meitun.mama.ui.HomeActivity,7108,0,30196,52%,3%,16770398,1353872,18124270,93
2016-05-26 16:54:11,om.meitun.mama.ui.HomeActivity,7092,0,30936,52%,0%,16770398,1353872,18124270,93
2016-05-26 16:54:14,om.meitun.mama.ui.HomeActivity,7092,0,30904,52%,0%,16770398,1353872,18124270,93
2016-05-26 16:54:17,om.meitun.mama.ui.HomeActivity,7092,0,30904,52%,0%,16770398,1353872,18124270,93
2016-05-26 16:54:20,om.meitun.mama.ui.HomeActivity,7092,0,30864,52%,0%,16770398,1353872,18124270,93
2016-05-26 16:54:23,om.meitun.mama.ui.HomeActivity,7088,0,30864,33%,0%,16770398,1353872,18124270,93
2016-05-26 16:54:26,om.meitun.mama.ui.HomeActivity,7088,0,30864,33%,0%,16770398,1353872,18124270,93
2016-05-26 16:54:29,om.meitun.mama.ui.HomeActivity,7088,0,30864,33%,0%,16770398,1353872,18124270,93
2016-05-26 16:54:32,om.meitun.mama.ui.HomeActivity,7088,0,30864,26%,0%,16770398,1353872,18124270,93
2016-05-26 16:54:35,om.meitun.mama.ui.HomeActivity,7088,0,30864,26%,0%,16770398,1353872,18124270,93
2016-05-26 16:54:38,om.meitun.mama.ui.HomeActivity,7088,0,30864,26%,0%,16770398,1353872,18124270,93
2016-05-26 16:54:41,om.meitun.mama.ui.HomeActivity,7088,0,30864,26%,0%,16770398,1353872,18124270,93
2016-05-26 16:54:44,om.meitun.mama.ui.HomeActivity,7088,0,30864,26%,0%,16770398,1353872,18124270,93
2016-05-26 16:54:47,om.meitun.mama.ui.HomeActivity,7076,0,40616,26%,0%,16770398,1353872,18124270,93
2016-05-26 16:54:50,activity.LoginActivity,7044,0,41544,26%,3%,16770398,1353872,18124270,93
2016-05-26 16:54:54,activity.LoginActivity,7044,0,41544,31%,0%,16770398,1353872,18124270,93
2016-05-26 16:54:57,activity.LoginActivity,7032,0,41528,31%,0%,16770398,1353872,18124270,93
2016-05-26 16:55:00,activity.LoginActivity,7016,0,41528,31%,3%,16770398,1353872,18124270,93
2016-05-26 16:55:03,activity.LoginActivity,7016,0,41528,28%,0%,16770398,1353872,18124270,93
2016-05-26 16:55:06,activity.LoginActivity,7012,0,41520,28%,0%,16770398,1353872,18124270,93
2016-05-26 16:55:09,activity.LoginActivity,7012,0,41520,34%,0%,16770398,1353872,18124270,93
2016-05-26 16:55:12,activity.LoginActivity,7012,0,41520,34%,2%,16770398,1353872,18124270,93
2016-05-26 16:55:15,activity.LoginActivity,7012,0,41520,34%,0%,16770398,1353872,18124270,93
2016-05-26 16:55:18,activity.LoginActivity,7012,0,41520,30%,0%,16770398,1353872,18124270,93
2016-05-26 16:55:21,activity.LoginActivity,7012,0,41520,30%,0%,16770398,1353872,18124270,93
2016-05-26 16:55:24,activity.LoginActivity,7012,0,41520,30%,0%,16770398,1353872,18124270,93
2016-05-26 16:55:27,activity.LoginActivity,7012,0,41520,30%,3%,16770398,1353872,18124270,93
2016-05-26 16:55:30,activity.LoginActivity,7012,0,41520,30%,0%,16770398,1353872,18124270,93
2016-05-26 16:55:33,activity.LoginActivity,7012,0,41520,28%,0%,16770398,1353872,18124270,93
2016-05-26 16:55:36,activity.LoginActivity,7012,0,41520,28%,3%,16770398,1353872,18124270,93
2016-05-26 16:55:39,activity.LoginActivity,7012,0,41520,35%,0%,16770398,1353872,18124270,93
2016-05-26 16:55:42,activity.LoginActivity,7012,0,41520,35%,0%,16770398,1353872,18124270,93
2016-05-26 16:55:45,activity.LoginActivity,7012,0,41520,34%,0%,16770398,1353872,18124270,93
2016-05-26 16:55:48,activity.LoginActivity,7012,0,41520,34%,5%,16770398,1353872,18124270,93
2016-05-26 16:55:51,activity.LoginActivity,7012,0,41520,34%,0%,16770398,1353872,18124270,93
2016-05-26 16:55:54,activity.LoginActivity,7012,0,41520,34%,14%,16770398,1353872,18124270,93
2016-05-26 16:55:57,activity.RegisterActivity,6996,0,41656,34%,0%,16770398,1353872,18124270,93
2016-05-26 16:56:00,activity.RegisterActivity,6996,0,41656,33%,7%,16770398,1353872,18124270,93
2016-05-26 16:56:03,activity.RegisterActivity,6984,0,41784,33%,0%,16770398,1353872,18124270,93
2016-05-26 16:56:06,activity.RegisterActivity,6984,0,41784,32%,0%,16770398,1353872,18124270,93
2016-05-26 16:56:09,activity.RegisterActivity,6984,0,41784,32%,0%,16770398,1353872,18124270,93
2016-05-26 16:56:12,activity.RegisterActivity,6984,0,41784,36%,0%,16770398,1353872,18124270,93
2016-05-26 16:56:15,activity.RegisterActivity,6984,0,41784,36%,0%,16770398,1353872,18124270,93
2016-05-26 16:56:18,activity.RegisterActivity,6984,0,41660,36%,0%,16770398,1353872,18124270,93
2016-05-26 16:56:21,activity.RegisterActivity,6984,0,41660,31%,0%,16770398,1353872,18124270,93
2016-05-26 16:56:24,activity.RegisterActivity,6984,0,45016,31%,0%,16770398,1353872,18124270,93
2016-05-26 16:56:28,activity.RegisterActivity,6984,0,42856,35%,0%,16770398,1353872,18124270,93
2016-05-26 16:56:31,activity.RegisterActivity,6984,0,45584,35%,0%,16770398,1353872,18124270,93
2016-05-26 16:56:34,activity.RegisterActivity,6984,0,41656,35%,0%,16770398,1353872,18124270,93
2016-05-26 16:56:37,activity.RegisterActivity,6984,0,41656,35%,3%,16770398,1353872,18124270,93
2016-05-26 16:56:40,activity.RegisterActivity,6980,0,41512,35%,0%,16770398,1353872,18124270,93
2016-05-26 16:56:43,activity.LoginActivity,6980,0,41512,30%,0%,16770398,1353872,18124270,93
2016-05-26 16:56:46,activity.LoginActivity,6980,0,41512,30%,0%,16770398,1353872,18124270,93
2016-05-26 16:56:49,activity.LoginActivity,6980,0,41512,30%,0%,16770398,1353872,18124270,93
2016-05-26 16:56:52,om.meitun.mama.ui.HomeActivity,6944,0,34840,30%,9%,16770398,1353872,18124270,93
2016-05-26 16:56:55,activity.SailfishActivity,6932,0,34728,41%,10%,16770398,1353872,18124270,93
2016-05-26 16:56:58,om.meitun.mama.ui.HomeActivity,6840,0,33540,41%,0%,16770398,1353872,18124270,93
2016-05-26 16:57:01,om.meitun.mama.ui.HomeActivity,6840,0,33540,90%,0%,16770398,1353872,18124270,93
2016-05-26 16:57:04,om.meitun.mama.ui.HomeActivity,6840,0,33540,90%,6%,16770398,1353872,18124270,93
2016-05-26 16:57:07,om.babytree.platform.ui.activity.CommonImagePreviewActivity,6832,0,45776,90%,21%,16770398,1353872,18124270,93
